#,start,end,today,deviceid,"Is this a real interview, or are you just practicing?",Researcher's name.,Location of questionnaire administration.,Is this interview done in person or online?,Select gender of respondent.,Can you confirm your age range?,This survey is part of a broader impact evaluation of the IRM project that you are participating in. The goal of this evaluation is to understand how the IRM is impacting survivors’ lives and to determine whether the IRM has achieved its desired outcomes ,"This first part of the assessment asks about your individual wellbeing in the last two weeks. If you are unsure about which response to give to a question, please choose the one that appears most appropriate. Please listen to each question, think about yo","First, how would you rate your overall quality of life? (Quality of life is an overall rating of your life taking into account your physical, psychological well-being, and economic well-being as well as social relationships, and your relation to your envi",We're going to start by asking you some questions about the environment within which you live.,How safe do you feel in your daily life?,"How healthy is your physical environment?
(For example: clean, hygienic, enjoyable, comfortable, attractive, pretty)",Do you have enough money to meet your needs?,"How available to you is the information that you need in your day-to-day life? 
(For example: information about transportation, schooling and health services for children, how to access public services like government offices, post offices, social activit","To what extent do you have the opportunity for leisure activities? (*Researcher to give examples – visiting friends houses, having coffee/tea with friends/going for walks)
(Watching movies or TV shows, Reading books or magazines, Playing sports or exercis",How satisfied are you with the conditions of your living place?,In what type of housing do you currently live?,How satisfied are you with your access to health services?,How satisfied are you with your transport?,Thank you. We're now going to ask you some questions specifically about your physical health.,How satisfied are you with your health?,To what extent do you feel that physical pain prevents you from doing what you need to do?,How much do you need any medical treatment to function in your daily life?,Do you have enough energy for everyday life?,"How well are you able to get around physically? In other words, how physically mobile are you?  [Note to researchers: this refers to physical health and disabilities.]",How satisfied are you with your sleep?,How satisfied are you with with your ability to perform your daily life activities?,How satisfied are you with your capacity for work?,"The following questions ask you about emotions, moods, thoughts, and behaviours in the past two weeks to better understand your psychological health.",How much do you enjoy life?,To what extent do you feel your life to be meaningful?,How well are you able to concentrate?,How comfortable do you feel with your bodily appearance?,How satisfied are you with yourself?,"In the last two weeks, how often have you had negative feelings such as blue mood, despair, anxiety, depression?","Over the past two weeks, did thoughts about a traumatic event frequently enter your mind?",Were you frequently disturbed by dreams of a traumatic event?,Did reminders of a traumatic event cause you to feel intense distress?,Did you try to block out thoughts or emotions related to a traumatic event?,"Did you try to avoid activities, places, or people that reminded you of a traumatic event?","Did you have intense memories, where it felt like you were reliving a traumatic event?",Did you keep your guard up because of having experienced a traumatic event?,Were you nervous and easily startled because of having experienced a traumatic event?,"Thinking back through all the questions I have asked so far since the beginning of the interview, to what extent do you think your responses have been influenced by your experience of detention?","Similarly, to what extent do you think your responses have been influenced by your experiences as a refugee in Turkiye?","And finally, to what extent do you think your responses have been influenced by the earthquake?","Thank you very much. Before we move on to the next topic, I'd like to ask two more questions.",To what extent has the earthquake made it more difficult for you to overcome your experience of detention?,To what extent have your experiences as a refugee in Turkiye made it more difficult for you to overcome your experience of detention?,"Thank you very much. Before we proceed to the next section, I’d like to ask you how you are feeling, and if you’d like a little break? Otherwise, would you like to continue? In this part of the questionnaire, we would like to know more about your social r",Are you currently supporting or providing for any relatives?,To what extent do you currently feel financially able to support and provide for your family?,To what extent do your family responsibilities make you feel overwhelmed?,"How many of your friends, family members and acquaintances are you in regular contact with at the moment? [note for data collector: this refers to how strong their social network is at the moment of the interview]",How has the IRM project impacted your social relationships?,How many people can you really count on when you need help?,"How satisfied are you with the support you receive from friends, family members and acquaintances?","To what extent has the IRM project contributed to improving the support you receive from friends, family members and acquaintances?",Do you think the IRM project has improved the acceptance of detention within family and or community members?,How often do you feel gossiped about?,How often do you feel excluded from social gatherings or activities?,Have you felt more respected or valued in your community since participating in the project?,"Can you explain a bit more about this? (for the data collector: related to questions on gossip, exclusion and respect from community)",To what extent do you trust people who have not had the same experience as you?,"We are now going to ask you some questions specifically about the project, and your participation.",How well informed do you feel about this project for interim reparative measures?,Please explain.,"To what extent do you feel that survivors have contributed to the conceptualisation, design and implementation of this project for interim reparative measures? In other words, to what extent do you feel that this project is being co-created with survivors",Please explain.2,"To what extent do you feel you have personally contributed to the conceptualisation, design and implementation of this project for interim reparative measures?",Please explain.3,Have you personally had the opportunity to specify which individual interim reparative measures you would like to receive?,Please explain.4,What challenges did you face participating in the project?,To what extent do you feel represented by the project's Steering Committee?,Please explain.5,Do you feel that people handling this process know your personal story?,Have the people involved in this process treated you with respect?,Do you trust the people involved in this process?,Would you like to provide any feedback on the people involved in this process? Remember this survey is anonymous.,Has engaging with this process of getting and receiving interim reparative measures created security concerns for you?,What would make you feel safer?,"We are nearly finished! In this final section, we have a few questions specifically about the impact of your participation in the project so far.",Are you satisfied with the results of the IRM project?,Do you think the IRM project has improved your physical wellbeing?,Can you explain? How did the project improved your physical wellbeing? Or why did it not?,Do you think the IRM project has improved your mental wellbeing?,Can you explain? How did the project improved your mental wellbeing? Or why did it not?,Do you think the IRM project has improved your financial situation?,Can you explain? How did the project improved your financial wellbeing? Or why did it not?,Do you think the IRM project has increased your family's wellbeing?,Can you explain? How did the project improved your family wellbeing? Or why did it not?,The next few questions are about your opinion of recognition and justice.,Has participation in the project for interim reparative measures made you feel recognised?,Can you explain? How did the project made you feel recognized? Or why did it not?,Has participation in the project for interim reparative measures given you a sense of justice?,Can you explain? How did the project gave you a sense of justice or why did it not?,To what degree can increased recognition contribute to a sense of justice?,Do you believe that your sense of dignity has increased because you are participating in the project for interim reparative measures?,Can you explain? How has your sense of dignity increased or why did it not?,What has been the most significant impact of the IRM project on your life? [Note to researchers: please take the time to properly write down what the survivor says.],Do you believe that the benefits you gained from this project will be sustainable over the long term?,Is there anything else that you think it is important for me to know about your participation in this process?,Many thanks for your participation.,audit,audit_URL,How has the support provided through this project impacted your self-worth or self-esteem?,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
1,2024-09-13,2024-09-13,2024-09-13,ee.kobotoolbox.org:bHVciw0CXUGt5aDX,2,3,3,1,1,3,1,,4,,4,3,1,3,1,3,5,4,2,,4,3,1,4,1,5,4,5,,4,4,4,3,5,1,2,0,0,0,0,0,0,0,1,4,3,,4,4,,2,4,5,4,3,2,3,3,5,1,2,5,"I felt more respected and appreciated, integrated into the community, and wasn't subjected to gossip",3,,5,There was no missing information and the case manager was very helpful and very clear,4,"""If it weren't for the detainees, the project wouldn't exist""",3,"""I don't have my fingerprints on this project other than a few suggestions for activities""",2,I was given the opportunity to choose the type of help I wanted,"It was a small amount of money for my project compared to the price of cars, but it contributed to my livelihood",4,They were receptive to all questions and inquiries and offered everything they could.,1,2,2,"They were very helpful, sympathetic and ethical",0,,,2,4,"""As long as your mental health is good, your physical health is bound to be good.""",4,"""When I found help from an organization that cares about detention and their effective role, it created a different feeling that I can't express, a wonderful feeling.""",5,"""I was unemployed and the League gave me a great opportunity and gave me great support.""",4,"""I wasn't able to get a job and now, after the help of the association and the opening of the project, I can meet all the family's needs without hesitation or financial fear.""",,4,"Their support for the detainees, helping them, thinking of them, and restoring their rights created a sense of community for me.",4,"Contribute to the awareness of a society that knows nothing about detainees to people who exist, especially those who have gone through the same experience of detention, and give the feeling that your detention will not be in vain in people who sympathize with this issue.",4,4,"It gave the survivor a sense that this detention will not be in vain. It gave the survivor a sense that people are working to restore their rights and support them financially, morally and psychologically.",Leaving a great material impact means turning from a non-working person who is emotionally broken and has nothing to a working person and supporting them morally through meetings and group activities.,1,Increased support and project continuity,,,,,383269014,27fe631e-d5bd-40e3-a12c-217edf9a722b,2024-09-13,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,1
2,2024-09-13,2024-09-13,2024-09-13,ee.kobotoolbox.org:bHVciw0CXUGt5aDX,2,3,3,1,2,3,1,,4,,3,3,3,4,2,3,5,4,4,,3,3,3,4,5,3,4,4,,3,4,4,3,5,4,2,2,2,0,0,2,2,2,4,2,2,,3,2,,2,3,4,5,3,2,4,4,5,3,2,4,"""I was excluded from society after the support of the association, I started to participate in activities, they called me for meetings and follow-ups, I felt confident, and as for support, I went through several crises, but no one stood by me as I stood by them after the support of the association, I started working in my home, and the world became respectful, especially after the collective reparations project, my article and my name were published on the association's page.""",3,,5,"The staff explained everything from the beginning of the project and kept in touch with us step by step with respect, they supported him morally and especially returned me to write from the beginning, which made me very happy, and downloading the article was an incredible feeling.""",3,Sharing IdeasAndSpace Project,5,by developing their work and purchasing materials for the project.,2,Suggestions through meetings,Shipping materials was the biggest challenge they faced due to high prices and shipping fees,3,"They told us openly, provided us with information, and didn't force us to do anything.",0,2,2,No feedback,0,,,2,3,"""It helped me a lot, I stayed at home unemployed for a long time, after supporting the project I became more motivated to develop the project.""",5,"""I contributed a lot, I was busy all day with the project, saying, 'I'm Bazinz Weyman and I have a job to do'.""",5,"""I was not financially independent and I kind of like to ask, I felt like I became a burden on my parents and I got a project and thank God I became financially independent.""",3,"""Contribute a lot to my income and help my family financially""",,4,"""Before we were recognized, I didn't know the situation of the country. After the reparations project, activities and meetings, I got to know new people and that Dunya is still fine.""",4,"""Because they didn't distinguish one person from another, they let us all come together and express our collective opinion and the amount was equal and there is no justice in the world.""",4,4,"""By attending meetings and activities and becoming financially independent, I have become a household name, especially with the collective reparations project, my name has become famous and I am called upon in stores.""","""First I became financially independent, I felt like a human being and helped my community and my word."" After the project, I became stronger and more proud of this, and my word became my word.""",1,"""This project reaches all the provinces of Turkey and has regular meetings and follow-ups every month once a month, sometimes people don't need financial support, they need psychological support or a word of advice.""",,,,,383313698,900df5fd-cefe-471d-9539-de54f981cb73,2024-09-13,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,2
3,2024-09-13,2024-09-13,2024-09-13,ee.kobotoolbox.org:bHVciw0CXUGt5aDX,2,3,3,1,2,3,1,,4,,2,4,3,5,1,2,5,4,4,,2,3,4,5,4,4,4,4,,3,4,3,2,4,3,0,0,0,0,0,2,2,2,1,4,4,,4,4,,2,5,4,4,2,3,4,2,3,1,5,4,"""I don't feel that some gossip about me, I don't have a full social life because I care about my children, and respect is an eye-opener after support because I have a place in society.""",3,,4,"""There was communication from the case manager, the idea was enough for the survivors.""",3,"""With the variety of options in the project""",2,"""I didn't participate in group workshops.""",2,The question for survivors is about project options and choosing the right one,"""The time period between the two payments and the difference in the price of a dollar",777,Didn't attend meetings and didn't know a steering committee,0,2,2,"""He was respectful and flexible""",0,,,2,4,"""There was psychological stress due to the earthquake and the high prices that affected physical and mental health.""",4,"""Creating a safe space, supporting the presenter, creating a psychological wind.""",3,He filled the need.,2,"""He didn't contribute because of the high rent and cost of living.""",,5,"""There are now organizations that seek to provide support to achieve recognition or psychological, legal and psychological relief in all areas that achieve great motivation and create self-confidence.""",4,"""Contribute because the detainees have been recognized and we have the right""",5,4,"""Just being in a place and having a voice inside the regime's prisons boosts his confidence and gives a voice of hope to the people around him.""",Psychological impact is at the center of every operation.,1,there is no,,,,,383344918,f8a5cd2a-7d55-452e-b868-f06af11be523,2024-09-13,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,3
4,2024-09-13,2024-09-13,2024-09-13,ee.kobotoolbox.org:gorZuIbf1rpDANyj,2,4,4,2,1,3,1,,4,,1,3,4,4,2,3,5,2,2,,4,2,2,4,4,2,3,4,,3,3,4,4,4,3,2,0,2,2,2,2,2,2,4,4,1,,1,4,,2,3,4,3,2,3,3,2,4,2,2,4,"In the words of the survivor, I helped a friend of mine and it gave me a good feeling from everyone around me.",4,,4,"In the words of the survivor, from the beginning of communication with us, everything that will be done during the implementation of the project was explained",3,"In the words of the survivor, the options could have been more specific and broader to suit the survivor's needs",3,"In the words of the survivor, one call to study all the needs is not enough and needs to be discussed for a longer period of time",2,"In the words of the survivor, I was desperate to pay my tuition and that's what I chose","In the words of the survivor, the timing of participation in meetings is inflexible",4,"In the words of the survivor, I am very familiar with the steering committee and they have a beautiful way of communicating with survivors",2,2,2,"In the words of the survivor, I feel confident because the people behind the project are respected names like Mr. Riad and the transparency they have shown.",0,,,2,3,"According to the survivor, I used to work two jobs to pay for my tuition, and after paying the money, I settled for one job, which led to an improvement in my physical health",4,"According to the survivor, financial assistance was timely, such as earthquake aid and even tuition payments, which leads to psychological relief.",4,"In the words of the survivor, he helped me with my studies and other expenses that my family and I needed",3,"According to the survivor, when I spent the money on basic necessities, I was able to support my family from my job and did not deprive them of anything.",,4,"In the words of the survivor, the voice of the former detainees has been heard",3,"In the words of the survivor, for me to feel justice, international recognition must be greater than this",4,4,In the words of the survivor in people who did me justice and didn't see me as a criminal,"In the words of the survivor, the very financial help helped me and filled in gaps I didn't know how to fill on my own",0,"In the words of the survivor, I call for attention to Syria's detainees and expansion of the project",,,,,383442096,7fca1299-0cb4-4335-b287-321ac877b02b,2024-09-13,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,4
5,2024-09-13,2024-09-16,2024-09-13,ee.kobotoolbox.org:gorZuIbf1rpDANyj,2,4,4,2,2,3,1,,2,,1,1,1,3,1,1,1,2,3,,3,3,2,1,3,2,2,1,,1,2,2,1,2,5,2,2,2,0,2,2,2,2,4,4,2,,3,4,,0,NaN,NaN,2,3,2,2,2,3,3,3,4,"In the words of the survivor, my family in-law and my husband become treating me better",2,,3,"In the words of the survivor, the case manager fully explained the project to me",2,"As for the survivors, I have no idea if they participated or not.",1,"In the words of the survivor, ""I was only in the project at the time of implementation and I don't have a problem with it.",2,"In the words of the survivor, the case manager told me everything and gave me a choice of what I wanted and I chose what I wanted.",there is no,777,"According to the survivor, I never attended meetings, only the family center, and I don't know what a steering committee is.",2,2,2,"In the words of the survivor, all the employees were lovely and respectful.",0,,,2,2,"In the words of the survivor, because I spent the money on the project and not on my health",3,"In the words of the survivor, because I can provide for my family, my mental health has improved.",4,"In the words of the survivor, I started the project and I don't need help from anyone anymore",3,"In the words of the survivor, I bought my children everything they asked for and never denied them anything",,3,"In the words of the survivor before the reparations project, no one saw us",3,"In the words of the survivor, I felt a sense of justice because they fulfilled all my demands and everything I needed",4,4,"As a survivor, I tell you about everything that bothers me, and you always give me solutions, and I am strengthened by communicating with you.","In the words of a survivor, financial assistance has made a huge impact on my life",2,there is no,,,,,383654764,4e2d0ec6-0226-476d-92fb-ade2ddf84f8f,2024-09-14,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,5
6,2024-09-14,2024-09-14,2024-09-14,deviceid not found,2,4,4,2,1,3,1,,5,,3,4,5,5,1,5,5,5,4,,3,1,3,5,3,2,4,4,,4,5,3,5,5,2,2,2,2,0,0,0,2,0,2,4,2,,1,4,,2,4,2,NaN,2,3,3,2,4,1,1,3,"In the words of the survivor, better material well-being leads to better social well-being",3,,5,"In the words of the survivor, I participated in all the sessions and was fully informed about every step of the project before it started",5,"In the words of the survivor, we were attending meetings to determine options and needs",5,"In the words of the survivor, I used to attend meetings to identify needs and options",2,"In the words of the survivor, the employee who contacted me listed the options and explained them in more than one call",there is no,4,"In the words of the survivor, I attended more than one session with the steering committee and many topics were discussed in the project and in relation to the survivors",2,2,2,"In the words of the survivor, the employee who contacted me did not skimp on any advice when needed and at any time",0,,,2,1,"In the words of the survivor, my need was only legitimate and I didn't care about my health.",4,"In the words of the survivor, just feeling like I had someone to share the experience with and connect with helped me feel better.",4,"In the words of the survivor, I got independence with my own business",4,In the words of a survivor with a private business that provided for all their physical and psychological needs,,4,"In the words of the survivor, it feels good that someone is asking about this group of people and demanding their support.",4,"In the words of the survivor, just documenting the case gives me hope for future justice, and seeking justice in front of the survivors feels like justice.",4,1,"In the words of the survivor, I don't feel there's any connection between this feeling and participation in the project","on the survivor's tongue, the physical impact and then the psychological impact.",2,there is no,,,,,383730691,d0399e65-b38a-4f0e-a145-1788c66286d0,2024-09-14,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,6
7,2024-09-14,2024-09-14,2024-09-14,deviceid not found,2,4,4,2,2,4,1,,2,,3,4,2,1,1,4,5,2,2,,2,4,5,1,2,2,2,1,,1,2,2,3,4,3,2,2,2,0,2,2,2,2,5,3,4,,4,4,,0,NaN,NaN,NaN,3,NaN,2,1,4,3,2,4,"In the words of the survivor, someone who felt for us, who knew the injustice we suffered, and who respected us and helped us without humiliating us.",4,,4,"In the words of the survivor, I asked everything I wanted to know and was answered, and I learned everything I wanted to know about the project",3,"In the words of the survivor, the people behind the project are former detainees, as I understand it, and they know our needs.",2,"In the words of the survivor, no one asked me before the project or asked me for any ideas",2,"On the survivor's tongue, I chose more than one need based on my wants and needs","In the words of the survivor, requiring documentation, invoices, and paying the money exclusively through the bank was a hassle for those without an account",1,The survivor was not mentioned in front of me and I did not attend any session with them,2,2,2,"In the words of the survivor, they are all kind, respectful, and compassionate.",2,"In the words of the survivor, after the arrest, I became afraid of dealing with any party and I was afraid for my relatives who are in the hands of the regime",,2,3,"In the words of the survivor, I spent some of the money on dental work, which improved my health",3,"In the words of the survivor, my mental health improved a lot after attending sessions with the family center, my teeth were fixed, and my household bills and debts were paid.",3,"In the words of the survivor, ""I accumulated debts and with a portion of the money I paid off all my debts.",2,"In the words of the survivor, there was little left over for luxury",,3,In the words of the survivor Recognition by some organizations and entities allows our voices and feelings to reach a greater level,2,"In the words of the survivor, the sense of justice is hard to achieve with the current system and its impunity",3,3,"In the words of the survivor, the organization's office was the only place in Turkey where I felt like I was a respected person who deserved to be treated with respect and have my voice heard","In the words of the survivor, I felt a huge physical and psychological difference in my life",2,"In the words of the survivor, I want the people behind the project to know that I am very grateful to them.",,,,,383752743,0204f73b-a2ed-4d3f-bb94-8e78fc8f9121,2024-09-14,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,7
8,2024-09-14,2024-09-16,2024-09-14,deviceid not found,2,4,4,1,1,3,1,,4,,3,3,3,4,2,4,4,4,4,,4,1,3,4,5,4,4,4,,3,4,2,4,4,2,2,2,2,2,2,2,2,2,3,3,3,,3,3,,2,3,3,4,2,3,4,3,4,2,2,2,"No, I didn't feel any different because I didn't tell anyone other than my family.",2,,5,"Before the start of the project, I attended a meeting where all the details of the project were explained",888,,2,"I participated during the implementation of the project, I was a beneficiary of its services, but I did not participate in the design or any ideas, but the idea of the project was good for me.",2,The employee told me all the details and options and I chose what suits me from the project's services,there is no,4,"They recognized our demands, took notes, and promised to fulfill these demands and needs",2,2,2,"The information was simplified to the nth degree, the explanation was explained with great compassion or discomfort, and it was answered anytime I called him for any information.",0,,,2,1,My health is good and participating in the project did not make any difference to my health because I did not take the medical option,4,I was able to talk about my time in detention without fear with people who felt for me.,3,Helped me buy essential items that my house needed after the earthquake,3,"Once the basics of the project were secured, I was free for some of the family's recreational needs.",,4,Help make people more accepting of ex-convicts.,4,"In the organization, all people were treated the same and no one was considered rich or poor.",4,3,When I was able to provide for my children's basic needs and not deprive them of them,Recognizing detainees and demanding justice is what the League does,2,there is no,,,,,384089673,d9253a9d-06c8-4750-92c7-67e0ecbf77b1,2024-09-16,,,submitted_via_web,,vZhCPFGdBmbkJufdh29xMu,,8
9,2024-09-13,2024-09-16,2024-09-13,ee.kobotoolbox.org:bHVciw0CXUGt5aDX,2,3,3,1,1,4,1,,4,,2,3,3,5,3,3,5,3,4,,2,2,3,3,5,4,4,4,,2,4,3,5,4,2,2,0,0,0,0,0,0,0,3,1,2,,3,2,,0,NaN,NaN,5,2,3,4,5,3,2,1,2,"Rarely, because every human being has a purpose in society in general, historical and militant in relation to the happiness of society and in relation to meetings, he was an active participant in meetings, respected and had his presence among people.""",5,,5,"""Being fully briefed on a project through meetings and constant communication by case managers""",4,"""Because project builders are survivors and project leaders are detainees""",3,"""The initial documentation from here was convincing, but the management's contribution was more than the survivors""",2,Education project,there is no,777,"""I haven't met the steering committee.""",2,2,2,"""Dealing with case managers was professional and respectful""",0,,,1,3,"""Materialism comforts the human being more and fills a psychological void.""",3,"""A happy family creates a happy you.""",3,"""The project fills part of the need""",3,contributed greatly to the well-being of the family,,4,"""Feeling a human connection here, feeling a sense of presence by supporting the reparations project for survivors""",3,"""You feel like a human being who is not marginalized and in someone who is willing to listen.""",3,3,"""When a person is in need and the support of the project comes in, it makes a person feel like they don't need anyone's help.""",Humanitarian impact,1,Thanks to all the members of the organization,,,,,384099830,c76640f4-7036-478b-84ca-332d20fac812,2024-09-16,,,submitted_via_web,,vGqfpxSMn5Zp3kWPZzrz3t,,9
10,2024-09-16,2024-09-16,2024-09-16,ee.kobotoolbox.org:bHVciw0CXUGt5aDX,2,3,3,1,2,3,1,,3,,5,2,2,2,2,4,5,4,4,,3,5,3,2,4,4,3,3,,1,1,2,2,3,2,2,0,2,0,0,2,2,2,4,1,1,,1,2,,0,NaN,NaN,3,3,2,4,2,3,1,2,2,"""I respect people, people respect me, and for the meetings I attend, the respect and appreciation increased after I opened the project.""",2,,3,"""I knew the details of the project""",2,"""The basis of the design is survivors and survivors through meetings and gatherings.""",2,"""by participating in meetings""",1,"""By selecting survivors for the project""",There is no,2,"""Take the committee to guide information, listen to survivors, and support them.""",2,2,2,Through their follow-up and constant communication,0,,,2,3,"""He helped me with my physical mobility and buying tools to prepare for the project.""",4,"""It's helped me to improve my own income from nothing.""",3,"""I relaxed and breathed in and out""",3,"""I didn't need anyone's help after I opened the project and secured the family's demands and needs.""",,3,"""It was a sweet feeling after supporting a survivor's association and I felt unforgettable""",3,"Giving Equal Payments Subsidies for Project Creation""",2,3,"""I didn't need anyone's help.""",Humanitarian impact,1,Thanks to the members of the organization,,,,,384127269,aaa95eed-025a-47d8-ad56-4b1567f7bc84,2024-09-16,,,submitted_via_web,,vGqfpxSMn5Zp3kWPZzrz3t,,10
